,Date,YHOO-Open,YHOO-High,YHOO-Low,YHOO-Close,YHOO-Adj_Close,YHOO-Volume,Nasdaq-Open,Nasdaq-High,Nasdaq-Low,Nasdaq-Close,Nasdaq-Volume,sp500-Open,sp500-High,sp500-Low,sp500-Close,sp500-Volume,DJ30-Open,DJ30-High,DJ30-Low,DJ30-Close,DJ30-Volume
43,10/28/16,42.029999,42.220001,41.709999,41.779999,41.779999,6180200,5203.700195,5232.350098,5178.759766,5190.100098,1895970000,2132.22998,2140.719971,2119.360107,2126.409912,4019510000,18193.78906,18257.06055,18094.9707,18161.18945,107850000
44,10/27/16,42.310001,42.490002,41.810001,41.869999,41.869999,7236500,5272.189941,5274.120117,5211.75,5215.970215,1918690000,2144.060059,2147.129883,2132.52002,2133.040039,4204830000,18234.81055,18253.19922,18149.19922,18169.67969,83530000
45,10/26/16,42.259998,42.439999,41.950001,42.080002,42.080002,6117200,5256.399902,5280.850098,5237.049805,5250.27002,1725900000,2136.969971,2145.72998,2131.590088,2139.429932,3775200000,18103.80078,18236.03906,18062.30078,18199.33008,86340000
46,10/25/16,42.720001,42.75,42.43,42.549999,42.549999,5338900,5306.470215,5310.27002,5278.569824,5283.399902,1579490000,2149.719971,2151.439941,2141.929932,2143.159912,3751340000,18206.51953,18241.68945,18151.69922,18169.26953,83190000
47,10/24/16,42.5,42.68,42.380001,42.59,42.59,4346900,5290.310059,5311.5,5289.22998,5309.830078,1531970000,2148.5,2154.790039,2146.909912,2151.330078,3357320000,18197.14063,18275.03906,18191.17969,18223.0293,88540000
48,10/21/16,42.099998,42.200001,41.73,42.169998,42.169998,7194200,5238.649902,5259.129883,5225.759766,5257.399902,1649470000,2139.429932,2142.629883,2130.090088,2141.159912,3448850000,18152.63086,18168.75977,18049.76953,18145.71094,117810000
49,10/20/16,42.689999,42.689999,42.07,42.380001,42.380001,11671000,5238.200195,5252.100098,5216.049805,5241.830078,1741820000,2142.51001,2147.179932,2133.439941,2141.340088,3337170000,18161.86914,18249.05078,18129.07031,18162.34961,88830000
50,10/19/16,42.299999,42.939999,42.259998,42.73,42.73,14532500,5240.330078,5253.830078,5234.25,5246.410156,1546960000,2140.810059,2148.439941,2138.149902,2144.290039,3362670000,18178.21094,18252.19922,18169.25,18202.61914,88040000
51,10/18/16,42.040001,42.610001,41.630001,41.68,41.68,19360800,5255.319824,5264.27002,5239.439941,5243.839844,1474430000,2138.310059,2144.379883,2135.48999,2139.600098,3170000000,18145.06055,18225.80078,18129.44922,18161.93945,74600000
52,10/17/16,41.349998,41.939999,41.240002,41.790001,41.790001,8620400,5213.689941,5219.97998,5196.029785,5199.819824,1424270000,2132.949951,2135.610107,2124.429932,2126.5,2830390000,18135.84961,18162.2793,18063.01953,18086.40039,75960000
53,10/14/16,42.040001,42.25,41.41,41.439999,41.439999,7781300,5241.259766,5258.879883,5213.370117,5214.160156,1594480000,2139.679932,2149.189941,2132.97998,2132.97998,3228150000,18177.34961,18261.10938,18138.38086,18138.38086,87050000
54,10/13/16,42,42.080002,41.169998,41.619999,41.619999,15689700,5200.299805,5228.259766,5169.759766,5213.330078,1735310000,2130.26001,2138.189941,2114.719971,2132.550049,3580450000,18088.32031,18137.69922,17959.94922,18098.93945,83160000
55,10/12/16,42.599998,42.779999,42.049999,42.360001,42.360001,7290500,5247.910156,5257.180176,5228.77002,5239.02002,1565940000,2137.669922,2145.360107,2132.77002,2139.179932,2977100000,18132.63086,18193.96094,18082.08984,18144.19922,72230000
56,10/11/16,43.869999,44.080002,42.490002,42.68,42.68,9513300,5321.819824,5321.819824,5227.430176,5246.790039,1821680000,2161.350098,2161.560059,2128.840088,2136.72998,3438270000,18308.42969,18312.33008,18061.96094,18128.66016,88610000
57,10/10/16,43.360001,44.07,43.25,43.919998,43.919998,6573600,5318.459961,5340.52002,5317.72998,5328.669922,1364150000,2160.389893,2169.600098,2160.389893,2163.659912,2916550000,18282.94922,18399.96094,18282.94922,18329.03906,72110000
58,10/7/16,43.259998,43.68,43.119999,43.220001,43.220001,8502100,5314.919922,5315.649902,5266.799805,5292.399902,1646650000,2164.189941,2165.860107,2144.850098,2153.73999,3619890000,18295.34961,18319.73047,18149.34961,18240.49023,82680000
59,10/6/16,43.639999,43.82,43.369999,43.68,43.68,6293900,5306.589844,5315.72998,5281.470215,5306.850098,1654020000,2158.219971,2162.929932,2150.280029,2160.77002,3461550000,18280.41992,18288.11914,18162.9707,18268.5,78660000
60,10/5/16,43.23,43.869999,43.220001,43.709999,43.709999,6117900,5305.279785,5330.810059,5304.060059,5316.02002,1753340000,2155.149902,2163.949951,2155.149902,2159.72998,3906550000,18205.5,18315.82031,18205.5,18281.0293,76190000
61,10/4/16,43.200001,43.5,42.959999,43.18,43.18,8998400,5313.490234,5323.600098,5271.700195,5289.660156,1708990000,2163.370117,2165.459961,2144.01001,2150.48999,3750890000,18267.67969,18313.76953,18116.25977,18168.44922,79710000
62,10/3/16,42.950001,43.18,42.82,43.130001,43.130001,7965900,5300.290039,5308.600098,5281.950195,5300.870117,1604060000,2164.330078,2164.409912,2154.77002,2161.199951,3137550000,18279.59961,18279.80078,18203.75,18253.84961,68520000
63,9/30/16,42.740002,43.25,42.720001,43.099998,43.099998,10374800,5288.870117,5325.879883,5277.879883,5312,2059800000,2156.51001,2175.300049,2156.51001,2168.27002,4173340000,18181.80078,18369.61914,18181.80078,18308.15039,135470000
64,9/29/16,43.169998,43.299999,42.43,42.57,42.57,13720700,5311.310059,5317,5254.52002,5269.149902,1941170000,2168.899902,2172.669922,2145.199951,2151.129883,4249220000,18322.88086,18366.23047,18091.64063,18143.44922,95880000
65,9/28/16,43.400002,43.720001,43.25,43.689999,43.689999,7419000,5312.72998,5320.620117,5284.839844,5318.549805,1785470000,2161.850098,2172.399902,2151.790039,2171.370117,3891460000,18240.2207,18349.85938,18179.33984,18339.24023,97650000
66,9/27/16,42.43,43.41,42.32,43.369999,43.369999,8765000,5254.180176,5306.810059,5251.319824,5305.709961,1751060000,2146.040039,2161.129883,2141.550049,2159.929932,3437770000,18099.21094,18238.09961,18052.16016,18228.30078,84130000
67,9/26/16,42.380001,42.740002,41.849998,42.290001,42.290001,12745100,5275.72998,5282.27002,5254.959961,5257.490234,1669520000,2158.540039,2158.540039,2145.040039,2146.100098,3216170000,18217.75977,18217.75977,18083.32031,18094.83008,95510000
